"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Slbp.1",1.89249880271019e-07,-1.18557347591807,0.121,0.144,0.00610993238454984,"1","Slbp"
"Eif3a.1",1.96339773031428e-07,-0.436481559767843,0.374,0.404,0.00633882957231966,"1","Eif3a"
"Uqcrq.1",2.17917062187618e-07,-4.41091457515976,0.56,0.519,0.00703545235272724,"1","Uqcrq"
"Aldoa.1",2.3625941487905e-07,-0.316978643340781,0.411,0.436,0.00762763520937013,"1","Aldoa"
"Rasa3.1",3.34462465761509e-07,-0.336669934198317,0.262,0.29,0.0107981207071103,"1","Rasa3"
"Polr2a",3.9301935271938e-07,-0.320527235910092,0.448,0.477,0.0126886298025452,"1","Polr2a"
"Esyt1.1",4.43681643481922e-07,-0.396507579179797,0.316,0.344,0.0143242618598138,"1","Esyt1"
"Ssr4.1",5.05783817012448e-07,-0.665106214492661,0.319,0.345,0.0163292305322469,"1","Ssr4"
"Ctsw.1",5.4066171484378e-07,-2.44684990582862,0.094,0.111,0.0174552634637314,"1","Ctsw"
"Id2.1",6.19503768521372e-07,-20.7985883107083,0.142,0.117,0.0200006791667125,"1","Id2"
"Eif4g2.1",6.26007684495618e-07,-0.282334147147104,0.572,0.535,0.020210658093941,"1","Eif4g2"
"Smdt1.1",9.3215505268939e-07,-0.506845949837381,0.336,0.363,0.030094625876077,"1","Smdt1"
"Tma7.1",9.96086987586755e-07,0.369682626630137,0.604,0.618,0.0321586683942384,"1","Tma7"
"Cd82.1",1.05689554215009e-06,-1.50379070244583,0.184,0.208,0.0341218725783155,"1","Cd82"
"Lamp1.1",1.22668035414337e-06,-2.06548033107792,0.194,0.218,0.0396033752335186,"1","Lamp1"
"Grina.1",1.90429586700046e-06,-3.90364854179216,0.083,0.101,0.06148019206611,"1","Grina"
"Rps25.1",2.06747092667742e-06,-2.14986720065061,0.877,0.855,0.0667482988677805,"1","Rps25"
"mt-Nd4.1",3.15026055451282e-06,-62.3561491872316,0.92,0.908,0.101706162002446,"1","mt-Nd4"
"Ctcf",5.39211104164842e-06,-0.250746574489832,0.318,0.345,0.174084304979619,"1","Ctcf"
"Rhoh",6.41330305674085e-06,-0.710132406773255,0.408,0.373,0.207053489186878,"1","Rhoh"
"Pcna.1",6.60454323996257e-06,-0.810869553381067,0.206,0.183,0.213227678502192,"1","Pcna"
"mt-Co3.1",6.85131071100942e-06,-134.517297659037,0.999,0.993,0.221194566304939,"1","mt-Co3"
"Gabarapl2.1",7.60333464255834e-06,-1.19915686824237,0.322,0.345,0.245473658934996,"1","Gabarapl2"
"B4galnt1.1",7.98015691097084e-06,-0.253255827141735,0.434,0.4,0.257639365870694,"1","B4galnt1"
"Cstb.1",1.00116971762297e-05,-1.25737871832636,0.132,0.151,0.323227643334577,"1","Cstb"
"Sp100.1",1.13239788606469e-05,-3.10806464443794,0.583,0.547,0.365594657515984,"1","Sp100"
"Ndufa6.1",1.48374231250009e-05,-0.956486725755843,0.646,0.615,0.479026205590654,"1","Ndufa6"
"S100a10.1",1.52891072656476e-05,-59.1994700131963,0.565,0.557,0.493608828071432,"1","S100a10"
"Edf1.1",1.61928775036489e-05,-0.470098646007243,0.474,0.491,0.522787050205304,"1","Edf1"
"Snrpg.1",1.70915407968723e-05,-0.818105639808154,0.843,0.805,0.551800394627021,"1","Snrpg"
"Msrb1.1",2.08119186294492e-05,-13.4397515201963,0.086,0.102,0.671912792951767,"1","Msrb1"
"Hspa1b",2.22613975330679e-05,-8.35790170660335,0.169,0.184,0.718709219355097,"1","Hspa1b"
"Arl6ip1.1",2.4955858347089e-05,14.0764313633234,0.533,0.553,0.80569988673577,"1","Arl6ip1"
"Arpc5.1",2.50095239710382e-05,-1.741616667849,0.474,0.491,0.80743248140497,"1","Arpc5"
"Zyx.1",2.79767468289299e-05,-5.65402833659146,0.137,0.154,0.903229271372001,"1","Zyx"
"Ier2",2.81268228911926e-05,-9.71569436303155,0.449,0.413,0.908074477042152,"1","Ier2"
"Hnrnpa1.1",3.40148368574605e-05,-5.54835724038671,0.405,0.423,1,"1","Hnrnpa1"
"Rbm39.1",4.51827554838933e-05,-2.34840487865934,0.857,0.844,1,"1","Rbm39"
"Atp5g2.1",5.31710597804978e-05,-2.87292020903458,0.731,0.728,1,"1","Atp5g2"
"Bach2.1",6.11119890188605e-05,-0.291206146253216,0.274,0.293,1,"1","Bach2"
"Dynll1.1",6.50390093774724e-05,-1.8279397992547,0.554,0.573,1,"1","Dynll1"
"Set.1",8.56676922924396e-05,5.54229918500127,0.513,0.526,1,"1","Set"
"Acp5.1",0.000106789460401512,-0.909701863490544,0.341,0.358,1,"1","Acp5"
"Etv3.1",0.000122056292924371,-7.47176515333816,0.129,0.113,1,"1","Etv3"
"Fbl.1",0.000122087538184474,-1.36860454791391,0.328,0.303,1,"1","Fbl"
"Cox7b.1",0.00012663208554495,-0.969718571410217,0.457,0.426,1,"1","Cox7b"
"Cox7a2.1",0.000141840024458807,-0.300451215193609,0.476,0.495,1,"1","Cox7a2"
"Dek.1",0.000189303724051894,-16.8347786707194,0.308,0.327,1,"1","Dek"
"Cdk4.1",0.000213996537956087,-0.344137678644209,0.159,0.176,1,"1","Cdk4"
"Anp32b.1",0.000220932002095939,-10.4678813156414,0.397,0.411,1,"1","Anp32b"
"Uqcr10.1",0.000242942293117896,-1.60504053062529,0.454,0.427,1,"1","Uqcr10"
"Cd47.1",0.000261890194536703,-0.840740122085586,0.488,0.501,1,"1","Cd47"
"Glrx5.1",0.000265432142699636,-5.84642460318594,0.191,0.172,1,"1","Glrx5"
"Ddt.1",0.00029653352749828,1.67933837555554,0.12,0.136,1,"1","Ddt"
"Iscu.1",0.000318013690611419,-0.325722446961771,0.175,0.193,1,"1","Iscu"
"Slc25a3.1",0.000324128040022562,-2.00633787321502,0.583,0.587,1,"1","Slc25a3"
"Malat1.1",0.000334058358974796,-537.002913299192,0.996,0.957,1,"1","Malat1"
"Atp6v0c.1",0.000351863789175176,-1.64787301025524,0.348,0.364,1,"1","Atp6v0c"
"Osbpl8.1",0.000359466926095155,-0.638169819276287,0.148,0.132,1,"1","Osbpl8"
"Ndufa4.1",0.000514160489887595,-2.42098708735787,0.593,0.607,1,"1","Ndufa4"
"Prdx1.1",0.000534544793027641,-1.12390589287299,0.393,0.366,1,"1","Prdx1"
"Nhp2.1",0.00056174844841709,-0.705173725456041,0.179,0.197,1,"1","Nhp2"
"Gas5.1",0.000573931675513664,-5.41551050271139,0.664,0.657,1,"1","Gas5"
"Hspe1.1",0.000635404769770244,-0.482497219360754,0.511,0.518,1,"1","Hspe1"
"Tln1.1",0.000650983045232049,-6.02242234134559,0.535,0.509,1,"1","Tln1"
"Tmem258.1",0.000777810562198594,-0.525595810120406,0.43,0.445,1,"1","Tmem258"
"Sell.1",0.00111487733878082,-0.337188474734794,0.527,0.492,1,"1","Sell"
"Cycs.1",0.00113822647594287,0.520895121444513,0.268,0.248,1,"1","Cycs"
"Gnl3.1",0.00114156560051687,-0.478808845408535,0.16,0.175,1,"1","Gnl3"
"Son.1",0.00134466579795512,-1.21738123344304,0.728,0.696,1,"1","Son"
"Purb.1",0.00148484417252103,-0.32223796865331,0.312,0.33,1,"1","Purb"
"Lsm7.1",0.00149370820110547,-0.534097206824221,0.255,0.271,1,"1","Lsm7"
"Gpi1.1",0.00154708596409286,-0.364889804964693,0.351,0.368,1,"1","Gpi1"
"Tmem14c.1",0.0016084826338384,-17.2596778225632,0.209,0.224,1,"1","Tmem14c"
"Ppp1r12a.1",0.00174670758511778,-1.03671167520147,0.326,0.339,1,"1","Ppp1r12a"
"Pfdn5.1",0.00177662314229549,-1.42336014179463,0.758,0.759,1,"1","Pfdn5"
"Ywhah.1",0.00190067375161062,-15.5478552814174,0.314,0.293,1,"1","Ywhah"
"Ndufb9.1",0.00225520992797247,-0.481320493777961,0.335,0.35,1,"1","Ndufb9"
"Hsp90aa1.1",0.00254943034164587,-1.96758795556856,0.583,0.584,1,"1","Hsp90aa1"
"Tent5a.1",0.00261715315067762,-0.558967296944889,0.098,0.111,1,"1","Tent5a"
"Wdr1.1",0.0028842078835879,-0.297162831537465,0.335,0.317,1,"1","Wdr1"
"mt-Nd4l.1",0.00295499257092213,3.47776331384127,0.97,0.953,1,"1","mt-Nd4l"
"Sema4d.1",0.0029933169321773,-0.371633299694675,0.222,0.235,1,"1","Sema4d"
"Arhgdib.1",0.00312714089692854,-1.29793001860231,0.881,0.86,1,"1","Arhgdib"
"Pdia3.1",0.00314225818818674,-0.878583327751552,0.378,0.357,1,"1","Pdia3"
"Adgre5.1",0.00342792159077061,-3.35850257012192,0.364,0.378,1,"1","Adgre5"
"Prdx2.1",0.00352612048364762,-49.0279556784344,0.213,0.227,1,"1","Prdx2"
"AW112010.1",0.00353315919508972,-58.053446768403,0.361,0.352,1,"1","AW112010"
"Psmb9.1",0.00386495926446269,-0.545936533274124,0.392,0.406,1,"1","Psmb9"
"Tspan13.1",0.00405744982690988,-2.52106436483929,0.295,0.311,1,"1","Tspan13"
"Parp14",0.00433597734850084,0.349728627726523,0.151,0.165,1,"1","Parp14"
"Ddx6.1",0.00483631609898717,-0.385339516556705,0.409,0.42,1,"1","Ddx6"
"Slc3a2.1",0.00551627031294584,-0.326022386749791,0.23,0.244,1,"1","Slc3a2"
"Nucks1.1",0.00596014112579932,-2.01604460861923,0.337,0.349,1,"1","Nucks1"
"Hspd1.1",0.00602476783011551,-1.90839350300722,0.222,0.235,1,"1","Hspd1"
"Srsf2.1",0.00621407874425483,-0.295818830637012,0.383,0.362,1,"1","Srsf2"
"Ndufa3.1",0.00626375738704169,-0.268630077026903,0.569,0.547,1,"1","Ndufa3"
"Rbm3.1",0.00635022071607657,-4.17905955150874,0.545,0.548,1,"1","Rbm3"
"Txndc17.1",0.00815961707606425,-2.6206719302117,0.176,0.188,1,"1","Txndc17"
"Slc25a5.1",0.00916275903489969,-0.402375413294334,0.454,0.434,1,"1","Slc25a5"
"Hmgb1.1",0.00985425632622806,-7.20036723136936,0.603,0.581,1,"1","Hmgb1"
"Cr2.2",0,11.7491419973565,0.703,0.249,0,"2","Cr2"
"Rps12.1",0,6.04716962516846,0.995,0.98,0,"2","Rps12"
"Blk.2",0,5.78095765490596,0.639,0.351,0,"2","Blk"
"Ly86.2",0,5.57178244648783,0.659,0.372,0,"2","Ly86"
"Cd81.2",0,5.41021537204556,0.633,0.319,0,"2","Cd81"
"Unc93b1.2",0,3.82970201550497,0.655,0.389,0,"2","Unc93b1"
"Plac8.2",0,2.88674438179409,0.787,0.328,0,"2","Plac8"
"Cd180.2",0,2.5708954360236,0.493,0.195,0,"2","Cd180"
"Blnk.2",0,2.49509364108743,0.556,0.263,0,"2","Blnk"
"Ly6d.2",0,2.44872651793916,0.891,0.572,0,"2","Ly6d"
"Pdia4.2",0,2.07961639487644,0.5,0.194,0,"2","Pdia4"
"Tm6sf1.2",0,1.8066644143566,0.349,0.13,0,"2","Tm6sf1"
"Pik3r4.2",0,1.39154486571301,0.32,0.088,0,"2","Pik3r4"
"Dph5.1",0,1.3703723868397,0.284,0.092,0,"2","Dph5"
"Bcar3.1",0,0.980986310803412,0.269,0.083,0,"2","Bcar3"
"Dtx1.2",0,0.931636173502766,0.518,0.233,0,"2","Dtx1"
"Myof",0,0.829970200702345,0.185,0.014,0,"2","Myof"
"S1pr3",0,0.649992223657309,0.133,0.007,0,"2","S1pr3"
"Sema7a",0,0.496110881075688,0.126,0.019,0,"2","Sema7a"
"I830077J02Rik",0,0.347081867853135,0.113,0.011,0,"2","I830077J02Rik"
"Mzb1.2",0,-1.44172648902843,0.678,0.293,0,"2","Mzb1"
"Ms4a1.2",0,-4.28699743048207,0.83,0.518,0,"2","Ms4a1"
"Lat.2",0,-5.68770847607223,0.025,0.309,0,"2","Lat"
"Cd3e.2",0,-5.8227014372054,0.024,0.323,0,"2","Cd3e"
"Marcks.2",0,-7.43107519295233,0.47,0.108,0,"2","Marcks"
"Cd3d.2",0,-7.5364982994664,0.028,0.351,0,"2","Cd3d"
"Ly6a.2",0,-8.49000244230216,0.712,0.375,0,"2","Ly6a"
"Emp3.2",0,-9.62187824282589,0.188,0.5,0,"2","Emp3"
"Jund.2",0,-10.0474911869424,0.646,0.898,0,"2","Jund"
"Cd3g.2",0,-10.1131028316817,0.021,0.329,0,"2","Cd3g"
"Klf2.2",0,-12.585986607292,0.416,0.788,0,"2","Klf2"
"Fxyd5.2",0,-17.7928379554961,0.178,0.478,0,"2","Fxyd5"
"Ms4a4b.2",0,-20.5934769434653,0.026,0.334,0,"2","Ms4a4b"
"Cybb.2",0,-24.4900169147162,0.537,0.235,0,"2","Cybb"
"Junb.2",0,-27.6618147152384,0.461,0.769,0,"2","Junb"
"H2-Eb1.2",0,-71.6300655813386,0.914,0.602,0,"2","H2-Eb1"
"H2-Aa.2",0,-76.3721923954873,0.945,0.609,0,"2","H2-Aa"
"H2-Ab1.2",0,-88.8709747190759,0.908,0.603,0,"2","H2-Ab1"
"Cd74.2",0,-269.309170302914,0.985,0.654,0,"2","Cd74"
"Tmsb10.2",4.57675338383852e-307,-133.62580522443,0.985,0.992,1.47760482997227e-302,"2","Tmsb10"
"Selplg.2",8.41138492420672e-299,-4.44574991382355,0.071,0.354,2.71561562278014e-294,"2","Selplg"
"Iglc2.2",2.90129606103689e-298,147.340729866961,0.874,0.552,9.3668343330576e-294,"2","Iglc2"
"Rpl41.2",6.70745051015389e-297,8.13090725765781,1,0.996,2.16550039720318e-292,"2","Rpl41"
"Iglc3.2",5.63605643772404e-290,3.50225014415842,0.835,0.531,1.81960082091921e-285,"2","Iglc3"
"Fyb.2",4.49053245155092e-283,-5.1106562954991,0.025,0.286,1.44976840198321e-278,"2","Fyb"
"Arhgap45.2",1.00428811385703e-282,-4.32093226758392,0.502,0.768,3.24234417558743e-278,"2","Arhgap45"
"Rpl32.2",2.14212208000602e-282,49.0671086910404,0.995,0.986,6.91584113529943e-278,"2","Rpl32"
"Pmf1.1",7.49372072532488e-279,1.59675231980789,0.406,0.182,2.41934773617114e-274,"2","Pmf1"
"Vim.2",2.39546622608792e-276,-58.6770375285161,0.094,0.376,7.73376271092486e-272,"2","Vim"
"Asb2",2.37692855609325e-275,0.267918797028849,0.111,0.018,7.67391384334707e-271,"2","Asb2"
"Rasgef1b",3.64442130689369e-274,0.610932880876161,0.215,0.062,1.17660141893063e-269,"2","Rasgef1b"
"Thy1.2",4.77398892771191e-272,-7.54391251503653,0.02,0.273,1.54128232531179e-267,"2","Thy1"
"Trbc2.2",5.48236953924974e-272,-7.71911540745594,0.023,0.278,1.76998300574678e-267,"2","Trbc2"
"Gmfg.1",2.01100527156878e-269,-2.92632142823921,0.26,0.54,6.49253051925981e-265,"2","Gmfg"
"Tcf7.2",1.19566123655788e-262,-4.61660449267238,0.019,0.263,3.86019230222711e-258,"2","Tcf7"
"Rpl27a.2",6.71365388206523e-261,20.8932226814012,0.998,0.99,2.16750315582476e-256,"2","Rpl27a"
"S100a10.2",3.98259660811888e-256,-32.8915513315873,0.313,0.582,1.28578131493118e-251,"2","S100a10"
"Rpl36a.2",5.10079235264581e-253,-2.14863993012523,0.973,0.946,1.6467908110517e-248,"2","Rpl36a"
"Lck.2",1.44683410151034e-252,-3.34948069067784,0.09,0.344,4.67110389672614e-248,"2","Lck"
"Cd79b.2",4.05202287584765e-251,-2.39809045618404,0.862,0.596,1.30819558546741e-246,"2","Cd79b"
"Rps26.2",8.07889149411228e-251,10.499579586503,0.993,0.987,2.60827011887415e-246,"2","Rps26"
"Rpl13.2",4.80172774240887e-247,-3.88878358508063,0.999,0.993,1.5502378016367e-242,"2","Rpl13"
"Il9r",2.90453361034889e-245,1.75575382404597,0.122,0.024,9.37728676101141e-241,"2","Il9r"
"Cd38.1",4.79828367379281e-244,1.27306446575367,0.312,0.127,1.54912588408401e-239,"2","Cd38"
"Tcf4.2",6.55484930453674e-243,-3.15114934414587,0.381,0.175,2.11623309796969e-238,"2","Tcf4"
"Itgb7.2",6.80868510559316e-240,-2.13431433203393,0.085,0.336,2.19818398634075e-235,"2","Itgb7"
"Cd36",3.052979244259e-238,0.344576487951317,0.114,0.022,9.85654349009019e-234,"2","Cd36"
"Cd19.2",1.66093187035816e-236,16.4521513535596,0.672,0.441,5.36231854345131e-232,"2","Cd19"
"Rps18.2",1.60563843598933e-232,11.0657774844113,0.988,0.975,5.18380369059155e-228,"2","Rps18"
"Arhgap24",6.73556387070477e-232,0.593355421091853,0.191,0.057,2.17457679565704e-227,"2","Arhgap24"
"Bcl2a1b",1.16204460647122e-230,12.0633710874884,0.218,0.072,3.75166101199235e-226,"2","Bcl2a1b"
"Cd24a.2",1.65690800669602e-230,30.209874694982,0.539,0.298,5.3493274996181e-226,"2","Cd24a"
"Lef1.2",3.08330621626889e-230,-4.12807684875765,0.028,0.252,9.9544541192241e-226,"2","Lef1"
"Myc.2",2.96966781007074e-229,5.88656710715828,0.3,0.124,9.58757252481338e-225,"2","Myc"
"Rpl37.2",3.40363788506326e-229,12.0456057048751,0.995,0.991,1.09886449119267e-224,"2","Rpl37"
"Rpl10a.2",9.57102750116875e-228,29.1993934320329,0.986,0.973,3.09000622875233e-223,"2","Rpl10a"
"Grn",5.19039821310375e-226,-5.35899329798177,0.207,0.066,1.67572006310055e-221,"2","Grn"
"Rps2.2",1.96397516646667e-225,-12.4997614202928,0.989,0.979,6.34069382493763e-221,"2","Rps2"
"Pde4a",2.81294719432914e-225,0.345136000908358,0.111,0.022,9.08160001689162e-221,"2","Pde4a"
"Pold4.2",2.40864788828067e-222,6.26297416526576,0.519,0.308,7.77631970731415e-218,"2","Pold4"
"Skap1.2",4.474810912364e-222,-1.85794104541043,0.02,0.234,1.44469270305672e-217,"2","Skap1"
"Sell.2",1.95213194535134e-221,-3.745350797362,0.266,0.519,6.30245798556681e-217,"2","Sell"
"Ptprj.2",4.61573791558019e-220,1.1433723312924,0.34,0.152,1.49019098604506e-215,"2","Ptprj"
"Rpsa.2",2.72720382352096e-217,4.79294764299308,0.997,0.99,8.80477754423741e-213,"2","Rpsa"
"Bcl11b.2",4.12216175729317e-217,-2.24134120858784,0.018,0.229,1.3308399233421e-212,"2","Bcl11b"
"Rpl39.2",6.63246968052955e-215,0.82337789669613,0.997,0.989,2.14129283635896e-210,"2","Rpl39"
"Pdcd2l",7.34527224950808e-212,0.813078827094411,0.219,0.077,2.37142114575368e-207,"2","Pdcd2l"
"Trac.1",9.67335670792846e-212,-4.02819861571811,0.018,0.224,3.1230432131547e-207,"2","Trac"
"Dgka.2",9.4000719218595e-210,-2.18201818431889,0.135,0.371,3.03481321997234e-205,"2","Dgka"
"Bid",1.06170907945281e-209,0.558216679367742,0.173,0.052,3.42772776301338e-205,"2","Bid"
"Ebf1.2",1.88001601618768e-207,5.33946747701777,0.764,0.541,6.06963170826193e-203,"2","Ebf1"
"Sp140.1",1.6476611627074e-205,1.50548710342345,0.36,0.173,5.31947406380083e-201,"2","Sp140"
"Ier2.1",2.41969388175578e-205,-10.9187177413866,0.198,0.44,7.81198169724855e-201,"2","Ier2"
"Ctsz.2",7.52425295588683e-204,-5.88773391305422,0.499,0.288,2.42920506680806e-199,"2","Ctsz"
"Psap.2",1.28560228238611e-203,-57.2330646328187,0.675,0.517,4.15056696868355e-199,"2","Psap"
"H2-Oa.2",7.74597252062372e-202,2.11123933099493,0.517,0.305,2.50078722828337e-197,"2","H2-Oa"
"Rps20.2",8.72701632168821e-202,-15.8357488350225,0.999,0.992,2.81751721945704e-197,"2","Rps20"
"Cd79a.2",2.97083866195478e-201,-5.37634081889811,0.918,0.597,9.591352620121e-197,"2","Cd79a"
"Arl4c.2",1.61588739055733e-200,-1.98361139768307,0.014,0.21,5.21689244041433e-196,"2","Arl4c"
"Gns.1",2.32715794850283e-200,1.20317242794077,0.326,0.149,7.51322943674139e-196,"2","Gns"
"Rpl36.2",3.25272043601868e-200,-12.9342016793898,0.992,0.986,1.05014079276863e-195,"2","Rpl36"
"Zfp36l2.2",7.03204054442473e-200,-3.74681116533776,0.13,0.361,2.27029428976752e-195,"2","Zfp36l2"
"Plaur.1",6.41898165318655e-199,0.797234616835815,0.247,0.096,2.07236822673128e-194,"2","Plaur"
"Wdfy4.2",1.9827913453698e-198,-3.07014438614919,0.434,0.229,6.4014418585264e-194,"2","Wdfy4"
"Rplp1.2",1.95033003648009e-197,-18.2711325031306,0.997,0.99,6.29664052277596e-193,"2","Rplp1"
"BC028528.1",2.25946217160494e-196,0.455666944486369,0.223,0.082,7.29467362102656e-192,"2","BC028528"
"Swap70.2",6.64753835669148e-196,2.65070621268773,0.538,0.322,2.14615775845784e-191,"2","Swap70"
"Gimap3.2",9.16036252867783e-196,-2.12084165906262,0.236,0.477,2.95742304238364e-191,"2","Gimap3"
"Plxnc1",4.36152250935891e-195,0.262674698704492,0.177,0.056,1.40811754214652e-190,"2","Plxnc1"
"H2-DMb2.2",4.93729535377765e-193,1.02203092332361,0.668,0.443,1.59400580496711e-188,"2","H2-DMb2"
"Saraf.2",6.22116862627804e-192,-1.57640560328966,0.031,0.228,2.00850429099387e-187,"2","Saraf"
"Napsa.2",1.97423901151489e-189,-2.7802684933322,0.633,0.418,6.37383064867583e-185,"2","Napsa"
"Nedd4.1",2.44037487308039e-189,0.339371238617102,0.204,0.072,7.87875027774003e-185,"2","Nedd4"
"Bank1.1",2.11015798875833e-188,2.69870969729593,0.668,0.444,6.81264506670627e-184,"2","Bank1"
"Pax5.2",1.57978170382347e-187,1.28634310985906,0.542,0.327,5.10032523079408e-183,"2","Pax5"
"Rpl35.2",1.99272671319459e-187,7.75805320805952,0.99,0.981,6.43351819354875e-183,"2","Rpl35"
"Cd22.1",6.76400165406046e-187,2.19529741264152,0.572,0.361,2.18375793401342e-182,"2","Cd22"
"Ms4a6b.2",1.47333568751348e-185,-1.20124074442186,0.068,0.272,4.75666426713727e-181,"2","Ms4a6b"
"Cd72.2",6.41759486387407e-181,6.32819271592612,0.464,0.268,2.07192050180174e-176,"2","Cd72"
"Pkig.1",1.1896394430965e-178,1.67145475038783,0.461,0.262,3.84075094203704e-174,"2","Pkig"
"Tagln2.2",2.86987295337729e-176,-19.4468480250892,0.161,0.377,9.2653848299786e-172,"2","Tagln2"
"Cd247.2",1.00708479559107e-174,-1.47684890839299,0.012,0.186,3.25137326256578e-170,"2","Cd247"
"Il7r.2",2.88313219978111e-174,-10.9664328149894,0.011,0.183,9.30819230699332e-170,"2","Il7r"
"Cd37.2",8.80203965816954e-173,-2.36767292784556,0.805,0.702,2.84173850364004e-168,"2","Cd37"
"Rps27a.2",3.26418524022543e-172,16.9869292442058,0.996,0.991,1.05384220480678e-167,"2","Rps27a"
"Pld4.2",9.61845646966746e-168,-5.04227139095365,0.319,0.154,3.10531867123214e-163,"2","Pld4"
"Cd1d1",1.48406162020601e-167,0.989931613275668,0.166,0.056,4.7912929408351e-163,"2","Cd1d1"
"Bmp2k.2",2.16810221591166e-167,-1.12846161685703,0.331,0.165,6.99971800407078e-163,"2","Bmp2k"
"Irf4.2",3.11594834762227e-167,5.19447103491021,0.256,0.112,1.00598392402985e-162,"2","Irf4"
"Rpl37a.2",1.14379175976541e-166,-5.22640565475777,0.999,0.993,3.69273169640264e-162,"2","Rpl37a"
"Rflnb.2",2.42186638665872e-165,-1.74517132633454,0.041,0.223,7.81899562932767e-161,"2","Rflnb"
"mt-Co2.2",3.80027191387874e-165,-116.38356144348,0.962,0.995,1.22691778739575e-160,"2","mt-Co2"
"Rpl23.1",6.72380477056947e-165,1.09394741393328,0.997,0.993,2.17078037017835e-160,"2","Rpl23"
"mt-Nd5.1",3.36497205355678e-164,1.15092179939997,0.864,0.858,1.08638122749081e-159,"2","mt-Nd5"
"Leprotl1.2",4.31729773927353e-164,-1.04539807792594,0.056,0.242,1.39383957512446e-159,"2","Leprotl1"
"Rpl28.2",3.0247413733927e-163,7.5485697876717,0.986,0.978,9.76537752399834e-159,"2","Rpl28"
"Flna.2",1.3522378703822e-160,-10.1937248187103,0.279,0.491,4.36569996452893e-156,"2","Flna"
"Prkch.2",5.27113172293835e-160,-2.01626387247904,0.012,0.173,1.70178487675065e-155,"2","Prkch"
"Actn1.2",4.16284356695731e-159,-1.78570833695049,0.035,0.21,1.34397404559217e-154,"2","Actn1"
"mt-Co3.2",2.20879674792595e-158,-50.0195984485559,0.966,0.996,7.13110030067893e-154,"2","mt-Co3"
"mt-Cytb.1",2.99646832676369e-158,-45.6914698269446,0.956,0.993,9.67409799295657e-154,"2","mt-Cytb"
"Lyn.2",7.39208248227332e-157,0.852794899663771,0.479,0.289,2.38653382940194e-152,"2","Lyn"
"Prkcq.2",2.58281683949794e-155,-0.866784490196795,0.008,0.163,8.33862416631911e-151,"2","Prkcq"
"Ell3",4.0203431489622e-155,0.268718503559682,0.111,0.029,1.29796778564245e-150,"2","Ell3"
"Ripor2.2",7.1947487012891e-155,-1.28008270402889,0.263,0.477,2.32282461821119e-150,"2","Ripor2"
"Rps13.2",8.57262419435718e-155,-5.77255797442002,0.996,0.99,2.76767172114821e-150,"2","Rps13"
"Trbc1.2",6.92296354567461e-154,-7.61809453926604,0.011,0.168,2.23507878072105e-149,"2","Trbc1"
"Trim7.1",2.51715082697833e-153,0.718974038786219,0.263,0.12,8.12662144489952e-149,"2","Trim7"
